SongID,Cluster_Num,Cluster_Name
The DiaryNeil Sedaka,10,Time Machine
ArizonaMark Lindsay,11,Nostalgia
Soul ManBlues Brothers,4,Concert Pregame
Should I Do ItThe Pointer Sisters,4,Concert Pregame
Run For The RosesDan Fogelberg,10,Time Machine
Don't Answer MeThe Alan Parsons Project,12,College Tailgate
The BestTina Turner,3,Sing Along
ButterfliesMichael Jackson,12,College Tailgate
Pass The Courvoisier Part IIBusta Rhymes Featuring P. Diddy & Pharrell,4,Concert Pregame
Diamonds And PearlsThe Paradons,10,Time Machine
ConquistadorProcol Harum,6,Let's Dance
"That's The Way Of The WorldEarth, Wind & Fire",2,"Bro, I'm Sad"
Strange MagicElectric Light Orchestra,10,Time Machine
Sweet DreamsAir Supply,2,"Bro, I'm Sad"
Do What You DoJermaine Jackson,2,"Bro, I'm Sad"
Don't Get Me WrongPretenders,6,Let's Dance
Someone To HoldTrey Lorenz,2,"Bro, I'm Sad"
Stay FlyThree 6 Mafia Featuring Young Buck & Eightball & MJG,3,Sing Along
Please Come To BostonDave Loggins,2,"Bro, I'm Sad"
That's Rock 'N' RollShaun Cassidy,0,Chill Kickback
Round and RoundRatt,12,College Tailgate
Swing The MoodJive Bunny & The Mastermixers,11,Nostalgia
Cherry Hill ParkBilly Joe Royal,8,Songs You Forgot About
Stir It UpJohnny Nash,11,Nostalgia
Take It To The LimitEagles,2,"Bro, I'm Sad"
Tell Me WhyExpose,0,Chill Kickback
Rain DanceThe Guess Who,6,Let's Dance
(Last Night) I Didn't Get To Sleep At AllThe 5th Dimension,11,Nostalgia
Best Thing I Never HadBeyonce,12,College Tailgate
TaurusDennis Coffey & The Detroit Guitar Band,9,In My Feels
Best Of My LoveEagles,2,"Bro, I'm Sad"
Could It Be MagicBarry Manilow,2,"Bro, I'm Sad"
Place In This WorldMichael W. Smith,2,"Bro, I'm Sad"
Tender LoveForce M.D.'s,2,"Bro, I'm Sad"
Cotton FieldsThe Highwaymen,4,Concert Pregame
People SayThe Dixie Cups,8,Songs You Forgot About
She's My GirlThe Turtles,10,Time Machine
Chewy ChewyOhio Express,0,Chill Kickback
How Did I Get By Without You?John Waite,0,Chill Kickback
God Must Be BusyBrooks & Dunn,2,"Bro, I'm Sad"
For A DancerPrelude,0,Chill Kickback
I'll Take That As A Yes (The Hot Tub Song)Phil Vassar,4,Concert Pregame
Hip Hop DrunkiesTha Alkaholiks Featuring Ol' Dirty Bastard,5,Who Tryin' to Drink?
Kansas CityHank Ballard And The Midnighters,8,Songs You Forgot About
Last Train HomeLostprophets,12,College Tailgate
Love Remains The SameGavin Rossdale,6,Let's Dance
Love ResurrectionAlison Moyet,11,Nostalgia
MuskratThe Everly Brothers,0,Chill Kickback
I've Been Thinking About YouJocelyn Enriquez,0,Chill Kickback
Fat BoyMax-A-Million,3,Sing Along
Dream OnDepeche Mode,11,Nostalgia
Johnny CashJason Aldean,3,Sing Along
One DayMatisyahu,12,College Tailgate
I Like To Move ItReel 2 Real Featuring The Mad Stuntman,3,Sing Along
For A WhileMary Macgregor,8,Songs You Forgot About
Life's What You Make ItTalk Talk,3,Sing Along
JambalayaBobby Comstock And The Counts,11,Nostalgia
Just A SmilePilot,0,Chill Kickback
No One Else On EarthWynonna,3,Sing Along
I Will Live My Life For YouTony Bennett,10,Time Machine
More Like HerMiranda Lambert,2,"Bro, I'm Sad"
Let The Little Girl DanceBilly Bland,8,Songs You Forgot About
Last Tango In ParisHerb Alpert & The Tijuana Brass,9,In My Feels
Lonely And GoneMontgomery Gentry,6,Let's Dance
Fight NightMigos,3,Sing Along
He Wants My BodyStarpoint,0,Chill Kickback
Missing YouTina Turner,12,College Tailgate
In My MindHeather Headley,2,"Bro, I'm Sad"
Long Road To RuinFoo Fighters,6,Let's Dance
JuiceYo Gotti,5,Who Tryin' to Drink?
Never EnoughThe Cure,12,College Tailgate
In It For LoveEngland Dan & John Ford Coley,11,Nostalgia
Hey Man Nice ShotFilter,9,In My Feels
I Melt With YouModern English,6,Let's Dance
GeeGeorge Hamilton IV,8,Songs You Forgot About
Losin ControlRuss,2,"Bro, I'm Sad"
I Can't Ask For Anymore Than YouCliff Richard,0,Chill Kickback
No BSChris Brown,6,Let's Dance
Must Have Been CrazyChicago,0,Chill Kickback
I'm Not Okay (I Promise)My Chemical Romance,6,Let's Dance
Losing YouDusty Springfield,4,Concert Pregame
Give Everybody SomeThe Bar-Kays,0,Chill Kickback
For Once In My LifeTony Bennett,10,Time Machine
Ma! (He's Making Eyes At Me)Lena Zavaroni,8,Songs You Forgot About
Let's Clean Up The GhettoPhiladelphia International All Stars,7,Long Talks and Beach Walks
Makin' LoveClimax Blues Band,11,Nostalgia
I'd Rather Be Here In Your ArmsThe Duprees,8,Songs You Forgot About
Goodbye AgainJohn Denver,2,"Bro, I'm Sad"
Misty BlueJoe Simon,1,Day Drinking
Full Time Thing (Between Dusk And Dawn)Whirlwind,7,Long Talks and Beach Walks
Laid Back LoveMajor Harris,11,Nostalgia
Love Me RightDenise LaSalle,8,Songs You Forgot About
Love SongSara Bareilles,12,College Tailgate
I'll Still Love YouJim Weatherly,0,Chill Kickback
Make Love To Your MindBill Withers,7,Long Talks and Beach Walks
I Can't Stand The RainEruption,11,Nostalgia
Got Ur Self A...Nas,5,Who Tryin' to Drink?
Honesty (Write Me A List)Rodney Atkins,12,College Tailgate
One More Drinkin' SongJerrod Niemann,3,Sing Along
Jump Right InZac Brown Band,3,Sing Along
Good Clean FunThe Monkees,0,Chill Kickback
It Must Be LoveRobin S.,0,Chill Kickback
Forget YouGlee Cast Featuring Gwyneth Paltrow,3,Sing Along
I WishJo Dee Messina,2,"Bro, I'm Sad"
"Lean On MeKirk Franklin Featuring Mary J. Blige, Bono, R. Kelly, Crystal Lewis & The Family",2,"Bro, I'm Sad"
It's Gonna Be SpecialPatti Austin,4,Concert Pregame
Johnny B. GoodePeter Tosh,3,Sing Along
Me NeitherBrad Paisley,0,Chill Kickback
It's Four In The MorningFaron Young,10,Time Machine
Music In My BonesJoe Simon,0,Chill Kickback
Everything's The Same (Ain't Nothing Changed)Billy Swan,8,Songs You Forgot About
JanuaryPilot,3,Sing Along
Makes You BlindThe Glitter Band,9,In My Feels
Is It LoveJ.J. Fad,11,Nostalgia
Leavin'The Tony Rich Project,1,Day Drinking
Everyone Falls In LoveTanto Metro & Devonte,3,Sing Along
Get DownCurtis Mayfield,4,Concert Pregame
It's Goin' DownX-Ecutioners,5,Who Tryin' to Drink?
Make It RainTravis Porter,5,Who Tryin' to Drink?
Funky WeekendThe Stylistics,5,Who Tryin' to Drink?
MoondanceVan Morrison,2,"Bro, I'm Sad"
Miss BroadwayBelle Epoque,7,Long Talks and Beach Walks
For HerChris Lane,6,Let's Dance
Fox HuntHerb Alpert & The Tijuana Brass,8,Songs You Forgot About
Hot 2NiteNew Edition,0,Chill Kickback
Knuck If You BuckCrime Mob Featuring Lil Scrappy,5,Who Tryin' to Drink?
Make It SweetOld Dominion,6,Let's Dance
I'm OutCiara Featuring Nicki Minaj,5,Who Tryin' to Drink?
Galway GirlEd Sheeran,3,Sing Along
It's Your SongGarth Brooks,10,Time Machine
Mixed PersonalitiesYNW Melly Featuring Kanye West,2,"Bro, I'm Sad"
Like YouDaddy Yankee,3,Sing Along
Games People PlayInner Circle,3,Sing Along
LustLil Skies,6,Let's Dance
Georgia RoseTony Bennett,10,Time Machine
Feel The NeedDetroit Emeralds,11,Nostalgia
How Do You Get That LonelyBlaine Larsen,2,"Bro, I'm Sad"
KidsMGMT,12,College Tailgate
Love Gets RoughTroy Newman,0,Chill Kickback
NeonChris Young,12,College Tailgate
I Don't CareApocalyptica Featuring Adam Gontier,6,Let's Dance
My Special PrayerPercy Sledge,8,Songs You Forgot About
"Love Is LifeEarth, Wind & Fire",1,Day Drinking
FeelingsWalter Jackson,10,Time Machine
Funk It Up (David's Song)Sweet,7,Long Talks and Beach Walks
No Arms Can Ever Hold YouBobby Vinton,10,Time Machine
"I Hope We Get To Love In TimeMarilyn McCoo & Billy Davis, Jr.",10,Time Machine
Gentle On My MindPatti Page,8,Songs You Forgot About
Every Beat Of My HeartCrown Heights Affair,9,In My Feels
If I Have To Go AwayJigsaw,0,Chill Kickback
Drugs Or JesusTim McGraw,6,Let's Dance
"I Surrender, DearAretha Franklin",1,Day Drinking
Down By The RiverAlbert Hammond,11,Nostalgia
Funny The Way It IsDave Matthews Band,3,Sing Along
If I AmNine Days,12,College Tailgate
Keep On Running AwayLazy Racer,11,Nostalgia
Next LoveDeniece Williams,7,Long Talks and Beach Walks
Leave Me AloneFlipp Dinero,3,Sing Along
Fine By MeAndy Grammer,3,Sing Along
How Can You Love MeAmbrosia,0,Chill Kickback
If I Lost YouTravis Tritt,2,"Bro, I'm Sad"
Nothin' Like YouDan + Shay,12,College Tailgate
Farewell Andromeda (Welcome To My Morning)John Denver,10,Time Machine
Never Too BusyKenny Lattimore,7,Long Talks and Beach Walks
GlassThompson Square,12,College Tailgate
"Hey, Little GirlFoster Sylvers",8,Songs You Forgot About
I Got YouCraig Morgan,0,Chill Kickback
Hey Now (Mean Muggin)Xzibit Featuring Keri Hilson,5,Who Tryin' to Drink?
FootprintsT.O.K.,12,College Tailgate
I Got Cha OpinBlack Moon,5,Who Tryin' to Drink?
Hang On SloopyRick Derringer,0,Chill Kickback
Make It With YouThe Whispers,11,Nostalgia
"Live, Laugh, LoveClay Walker",11,Nostalgia
One Of Those DaysWhitney Houston,3,Sing Along
No ChargeShirley Caesar,10,Time Machine
Give It To HerTanto Metro & Devonte,5,Who Tryin' to Drink?
I WonderKellie Pickler,2,"Bro, I'm Sad"
Neva EvaTrillville,3,Sing Along
Hit The FloorTwista Featuring Pitbull,3,Sing Along
Find A WayA Tribe Called Quest,5,Who Tryin' to Drink?
KyotoSkrillex Featuring Sirah,6,Let's Dance
One Foot Back In Your DoorRoman Holliday,0,Chill Kickback
DowntownDolly Parton,0,Chill Kickback
Girls Chase BoysIngrid Michaelson,12,College Tailgate
Love II LoveDamage,3,Sing Along
MacarenaLos Del Mar,11,Nostalgia
"Drink, Swear, Steal & LieMichael Peterson",3,Sing Along
Hood FiggaGorilla Zoe,6,Let's Dance
One Fine DayJulie,0,Chill Kickback
JealousyThe Adventures Of Stevie V,0,Chill Kickback
HicktownJason Aldean,3,Sing Along
Love MeThe Rascals,0,Chill Kickback
Get Ready To BounceBrooklyn Bounce,3,Sing Along
International HarvesterCraig Morgan,12,College Tailgate
Music EyesHeartsfield,7,Long Talks and Beach Walks
I Wanna Stay With YouGallagher And Lyle,4,Concert Pregame
ImpossibleGloria Lynne,1,Day Drinking
Everybody Dies In Their NightmaresXXXTentacion,8,Songs You Forgot About
NoiseKenny Chesney,12,College Tailgate
Kick PushLupe Fiasco,12,College Tailgate
Legal TenderThe B-52s,3,Sing Along
Garden PartyHerb Alpert,11,Nostalgia
No Big DealLove And Rockets,9,In My Feels
I Like ItJomanda,11,Nostalgia
Never EnoughLoren Allred,2,"Bro, I'm Sad"
LoveHate ThingWale Featuring Sam Dew,12,College Tailgate
HonestlyCartel,6,Let's Dance
Gonna Wanna TonightChase Rice,3,Sing Along
Jook Gal (Wine Wine)Elephant Man,3,Sing Along
"Hold You DownThe Alchemist Featuring Prodigy, Illa Ghee & Nina Sky",5,Who Tryin' to Drink?
Love's Made A Fool Of YouCochise,0,Chill Kickback
No Matta What (Party All Night)Toya,12,College Tailgate
I'll Be HomeVikki Carr,10,Time Machine
EmpireShakira,2,"Bro, I'm Sad"
Hard Times For LoversJudy Collins,11,Nostalgia
LeilaZZ Top,11,Nostalgia
Favorite Waste Of TimeBette Midler,4,Concert Pregame
Friend Of MineBill Withers,4,Concert Pregame
I Never Knew LoveDoug Stone,2,"Bro, I'm Sad"
Easy StreetEdgar Winter Group,0,Chill Kickback
In My NatureNuttin' Nyce,0,Chill Kickback
ForeignTrey Songz,3,Sing Along
NevermindDennis Lloyd,12,College Tailgate
I'll Search My HeartJohnny Mathis,10,Time Machine
"HomeMachine Gun Kelly, X Ambassadors & Bebe Rexha",12,College Tailgate
Not For LongB.o.B Featuring Trey Songz,3,Sing Along
Lost You AnywayToby Keith,6,Let's Dance
Not About RomanceInner Circle,0,Chill Kickback
Edie (Ciao Baby)The Cult,12,College Tailgate
Mean To MeBrett Eldredge,12,College Tailgate
Keep Playin' That Rock 'N' RollEdgar Winter's White Trash,0,Chill Kickback
Gimme The LightSean Paul,3,Sing Along
Love MusicThe Raiders,0,Chill Kickback
Good Enough To Be Your WifeJeannie C. Riley,8,Songs You Forgot About
Lights Come OnJason Aldean,6,Let's Dance
Mississippi Cotton Picking Delta TownCharley Pride,8,Songs You Forgot About
Industrial DiseaseDire Straits,7,Long Talks and Beach Walks
Journey Of LoveThe Crests featuring Johnny Mastro,10,Time Machine
HurtRe-flex,11,Nostalgia
Hold MeLaura Branigan,11,Nostalgia
How Do You Fall In LoveAlabama,10,Time Machine
If I Had The ChanceCynthia,0,Chill Kickback
Love AgainJohn Denver & Sylvie Vartan,10,Time Machine
Love Is The MessageMFSB Featuring The Three Degrees,9,In My Feels
Nas Is LikeNas,5,Who Tryin' to Drink?
I Wouldn't LieYarbrough & Peoples,9,In My Feels
Famous In A Small TownMiranda Lambert,6,Let's Dance
"No Guns, No MurderRayvon",11,Nostalgia
He IsHeather Headley,12,College Tailgate
GeorgiaCarolyn Dawn Johnson,12,College Tailgate
Just Hold OnSteve Aoki & Louis Tomlinson,12,College Tailgate
It's The Things You DoFive,3,Sing Along
Midnight RendezvousThe Babys,0,Chill Kickback
Hang On NowKajagoogoo,11,Nostalgia
I Cannot Believe It's TruePhil Collins,3,Sing Along
NightgownCandyman,0,Chill Kickback
FreeUltra Nate,3,Sing Along
"Good Things Don't Last ForeverEcstasy, Passion & Pain",0,Chill Kickback
My One TemptationMica Paris,2,"Bro, I'm Sad"
L.A. SongBeth Hart,3,Sing Along
Freakin' ItWill Smith,3,Sing Along
MAMA6ix9ine Featuring Nicki Minaj & Kanye West,5,Who Tryin' to Drink?
Little PedroThe Olympics,0,Chill Kickback
Happy AnniversaryThe Four Lads,10,Time Machine
I Won't Be Home TonightTony Carey,0,Chill Kickback
Let Me Down EasyAmerican Flyer,8,Songs You Forgot About
One More ChanceMichael Jackson,12,College Tailgate
LawYo Gotti Featuring E-40,5,Who Tryin' to Drink?
Happy?Mudvayne,12,College Tailgate
Might Just Take Your LifeDeep Purple,0,Chill Kickback
Once In A LifetimeTalking Heads,4,Concert Pregame
It Ain't Hard To TellNas,5,Who Tryin' to Drink?
I Like It (I Wanna Be Where You Are)Grand Puba,3,Sing Along
NAStradamusNas,5,Who Tryin' to Drink?
Old School LoveLupe Fiasco Featuring Ed Sheeran,12,College Tailgate
Now You're In HeavenJulian Lennon,0,Chill Kickback
Forever YoungAlphaville,2,"Bro, I'm Sad"
My Baby MamaQT,0,Chill Kickback
Faking ItCalvin Harris Featuring Kehlani & Lil Yachty,3,Sing Along
Love Me Right (Oh Sheila)Angel City Featuring Lara McAllen,0,Chill Kickback
No One's Gonna Change YouReina,0,Chill Kickback
Honey Trippin'The Mystic Moods,11,Nostalgia
I'm A BelieverThe Monkees,3,Sing Along
In The Year 2525Zager & Evans,12,College Tailgate
JumpKris Kross,12,College Tailgate
I'll Be ThereMariah Carey,4,Concert Pregame
I Will Always Love YouWhitney Houston,2,"Bro, I'm Sad"
Livin' La Vida LocaRicky Martin,6,Let's Dance
Love In This ClubUsher Featuring Young Jeezy,12,College Tailgate
Harper Valley P.T.A.Jeannie C. Riley,8,Songs You Forgot About
If You Had My LoveJennifer Lopez,3,Sing Along
A Guy With A GirlBlake Shelton,6,Let's Dance
All She Wants IsDuran Duran,11,Nostalgia
(For God's Sake) Give More Power To The PeopleThe Chi-lites,8,Songs You Forgot About
Do You Like ThisRome,2,"Bro, I'm Sad"
SteamPeter Gabriel,7,Long Talks and Beach Walks
Angry All The TimeTim McGraw,2,"Bro, I'm Sad"
SmileLonestar,2,"Bro, I'm Sad"
A Lover's HolidayChange,7,Long Talks and Beach Walks
Out Of My HeadLupe Fiasco Featuring Trey Songz,12,College Tailgate
Doing Too MuchPaula DeAnda Featuring Baby Bash,3,Sing Along
A Night To RememberJoe Diffie,12,College Tailgate
Tell HerLonestar,2,"Bro, I'm Sad"
OverBlake Shelton,6,Let's Dance
Be RealKid Ink Featuring DeJ Loaf,12,College Tailgate
Do It To My MindJohnny Bristol,11,Nostalgia
One VoiceBilly Gilman,2,"Bro, I'm Sad"
Sweet Southern ComfortBuddy Jewell,6,Let's Dance
Break The IceBritney Spears,3,Sing Along
"Dance Across The FloorJimmy ""Bo"" Horne",3,Sing Along
BudapestGeorge Ezra,12,College Tailgate
Ric Flair DripOffset & Metro Boomin,5,Who Tryin' to Drink?
Pop A TopAlan Jackson,11,Nostalgia
Dancin'Crown Heights Affair,7,Long Talks and Beach Walks
She'd Rather Be With MeThe Turtles,0,Chill Kickback
That Old SongRay Parker Jr. & Raydio,11,Nostalgia
Poor JennyThe Everly Brothers,8,Songs You Forgot About
AbacabGenesis,7,Long Talks and Beach Walks
Cleopatra's ThemeCleopatra,0,Chill Kickback
Shakedown CruiseJay Ferguson,11,Nostalgia
Outside WomanBloodstone,1,Day Drinking
911Wyclef Jean Featuring Mary J. Blige,5,Who Tryin' to Drink?
Chill BillRob $tone Featuring J. Davi$ & Spooks,12,College Tailgate
The Chain Of LoveClay Walker,2,"Bro, I'm Sad"
Same Ole Love (365 Days A Year)Anita Baker,1,Day Drinking
Come OnBilly Lawrence Featuring MC Lyte,4,Concert Pregame
Show MeThe Cover Girls,0,Chill Kickback
A Real Fine Place To StartSara Evans,12,College Tailgate
Dazzey DuksDuice,11,Nostalgia
Crooked SmileJ. Cole Featuring TLC,4,Concert Pregame
After PartyKoffee Brown,3,Sing Along
ShakeYing Yang Twins Featuring Pitbull,5,Who Tryin' to Drink?
Seven Bridges RoadEagles,4,Concert Pregame
Please Don't GoNo Mercy,0,Chill Kickback
Something He Can FeelAretha Franklin,7,Long Talks and Beach Walks
AlienAtlanta Rhythm Section,11,Nostalgia
Stoned Out Of My MindThe Chi-lites,11,Nostalgia
Call MeTweet,5,Who Tryin' to Drink?
CuloPitbull Featuring Lil Jon,5,Who Tryin' to Drink?
Burnin' For YouBlue Oyster Cult,6,Let's Dance
Slow And EasyZapp & Roger,7,Long Talks and Beach Walks
Ajax Liquor StoreHudson and Landry,5,Who Tryin' to Drink?
Should I Stay Or Should I GoThe Clash,3,Sing Along
SomethingLasgo,6,Let's Dance
Redneck Yacht ClubCraig Morgan,6,Let's Dance
Take Over ControlAfrojack Featuring Eva Simons,3,Sing Along
Teddy Bear SongBarbara Fairchild,10,Time Machine
BurnJo Dee Messina,6,Let's Dance
RumorLee Brice,2,"Bro, I'm Sad"
After The GoldrushPrelude,10,Time Machine
Cissy StrutThe Meters,9,In My Feels
Only Time Will TellNelson,1,Day Drinking
Only Love Can Break Your HeartNeil Young,2,"Bro, I'm Sad"
ChicagoGraham Nash,11,Nostalgia
Pushin' Too HardThe Seeds,0,Chill Kickback
Step By StepJoe Simon,0,Chill Kickback
32 FlavorsAlana Davis,12,College Tailgate
(I Do The) Shimmy ShimmyBobby Freeman,8,Songs You Forgot About
Better Tell Him NoThe Starlets,4,Concert Pregame
Quality TimeHi-Five,6,Let's Dance
CumbersomeSeven Mary Three,12,College Tailgate
Should I Say Yes?Nu Shooz,0,Chill Kickback
AliveP.O.D.,12,College Tailgate
The CloudsThe Spacemen,9,In My Feels
She's Like The WindLumidee Featuring Tony Sunshine,12,College Tailgate
And The Grass Won't Pay No MindMark Lindsay,10,Time Machine
Better As A MemoryKenny Chesney,2,"Bro, I'm Sad"
"Pills And AutomobilesChris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",3,Sing Along
PerfectSara Evans,6,Let's Dance
CarolinaParmalee,6,Let's Dance
See You AgainCarrie Underwood,12,College Tailgate
Some Days Are Diamonds (Some Days Are Stone)John Denver,2,"Bro, I'm Sad"
Pumped Up KicksFoster The People,3,Sing Along
Baby I Love YouAretha Franklin,11,Nostalgia
Take My Breath AwayJessica Simpson,12,College Tailgate
Rock Of LifeRick Springfield,6,Let's Dance
Raw-HideLink Wray And The Wraymen,6,Let's Dance
Baby Let Me Kiss YouKing Floyd,8,Songs You Forgot About
Star BabyThe Guess Who,4,Concert Pregame
Don't Look Down - The SequelGo West,0,Chill Kickback
Cell TherapyGoodie Mob,5,Who Tryin' to Drink?
Dance With Me112,5,Who Tryin' to Drink?
Promise MeThe Cover Girls,7,Long Talks and Beach Walks
Dark SideKelly Clarkson,12,College Tailgate
"So Long DixieBlood, Sweat & Tears",1,Day Drinking
AlmostBowling For Soup,6,Let's Dance
Take A Back RoadRodney Atkins,6,Let's Dance
She's MoreAndy Griggs,12,College Tailgate
Ridin' LowL.A.D.,6,Let's Dance
Award TourA Tribe Called Quest,5,Who Tryin' to Drink?
Right NowAl B. Sure!,7,Long Talks and Beach Walks
Thanks For Saving My LifeBilly Paul,0,Chill Kickback
Beautiful LiarBeyonce & Shakira,12,College Tailgate
That's The WayKatrina And The Waves,0,Chill Kickback
Part Time LoveGladys Knight And The Pips,10,Time Machine
BulldogThe Fireballs,9,In My Feels
Teach Me TonightGeorge Maharis,1,Day Drinking
Ooh Poo Pah Doo - Part IIJessie Hill,0,Chill Kickback
SuperstitiousEurope,1,Day Drinking
Am I Losing YouJim Reeves,10,Time Machine
Already GoneEagles,6,Let's Dance
Some Kind Of WonderfulThe Drifters,8,Songs You Forgot About
SomeoneJohnny Mathis,10,Time Machine
ReactErick Sermon Featuring Redman,5,Who Tryin' to Drink?
Out Of Mind Out Of SightModels,0,Chill Kickback
ClubbinMarques Houston Featuring Joe Budden & Pied Piper,12,College Tailgate
Boyfriend #2Pleasure P,3,Sing Along
Right Between The EyesWax,11,Nostalgia
Can't Be FriendsTrey Songz,6,Let's Dance
Slow Dance (Hey Mr. DJ)R. Kelly & Public Announcement,3,Sing Along
ActionTerror Fabulous Featuring Nadine Sutherland,11,Nostalgia
Take You DownChris Brown,12,College Tailgate
Buy Me A BoatChris Janson,6,Let's Dance
Couldn't Last A MomentCollin Raye,0,Chill Kickback
Close To YouFun Factory,12,College Tailgate
Anything But MineKenny Chesney,2,"Bro, I'm Sad"
Ain't Worth The WhiskeyCole Swindell,6,Let's Dance
Purest Of Pain (A Puro Dolor)Son By Four,0,Chill Kickback
SenoritaJustin Timberlake,3,Sing Along
Do It For LoveSheena Easton,11,Nostalgia
Run To YouWhitney Houston,2,"Bro, I'm Sad"
The BorderAmerica,0,Chill Kickback
Talk That TalkJackie Wilson,4,Concert Pregame
Somebody's CryingChris Isaak,0,Chill Kickback
AddictedSimple Plan,6,Let's Dance
Best ShotJimmie Allen,2,"Bro, I'm Sad"
Cowgirls Don't CryBrooks & Dunn Featuring Reba McEntire,3,Sing Along
CannonballThe Breeders,9,In My Feels
SuzanneJourney,12,College Tailgate
Domino DancingPet Shop Boys,3,Sing Along
People Make The World Go RoundThe Stylistics,8,Songs You Forgot About
The FighterGym Class Heroes Featuring Ryan Tedder,12,College Tailgate
The BusinessYung Berg Featuring Casha,12,College Tailgate
Something's Always WrongToad The Wet Sprocket,6,Let's Dance
Can't Cry Hard EnoughThe Williams Brothers,10,Time Machine
All My LifeFoo Fighters,6,Let's Dance
A Thousand YearsChristina Perri,2,"Bro, I'm Sad"
So Help Me GirlGary Barlow,6,Let's Dance
That's What It's All AboutBrooks & Dunn,12,College Tailgate
One Tin SoldierThe Original Caste,1,Day Drinking
Shattered (Turn The Car Around)O.A.R.,12,College Tailgate
RideCiara Featuring Ludacris,12,College Tailgate
She Couldn't Change MeMontgomery Gentry,0,Chill Kickback
Do What You Wanna DoT-Connection,0,Chill Kickback
A Little Bit StrongerSara Evans,6,Let's Dance
Pretty Little Angel EyesCurtis Lee,11,Nostalgia
Secret LoveFreddy Fender,2,"Bro, I'm Sad"
Run Run RunJo Jo Gunne,0,Chill Kickback
AmiePure Prairie League,1,Day Drinking
Stranger In TownToto,9,In My Feels
Cold LoveDonna Summer,0,Chill Kickback
C'mon EverybodyEddie Cochran,9,In My Feels
Bouncin' Back (Bumpin' Me Against The Wall)Mystikal,3,Sing Along
Break AwayArt Garfunkel,10,Time Machine
Black CarsGino Vannelli,0,Chill Kickback
2 ReasonsTrey Songz Featuring T.I.,12,College Tailgate
SugarRobin Schulz Featuring Francesco Yates,3,Sing Along
(Kissed You) Good NightGloriana,12,College Tailgate
Chillin' ItCole Swindell,6,Let's Dance
Southern VoiceTim McGraw,3,Sing Along
Take It To Da HouseTrick Daddy Featuring The SNS Express,3,Sing Along
Slow LoveDoc Box & B. Fresh,5,Who Tryin' to Drink?
Something's Gotta GiveLeAnn Rimes,12,College Tailgate
AwnawNappy Roots,5,Who Tryin' to Drink?
"Sally, Go 'round The RosesThe Jaynetts",9,In My Feels
(Welcome) New LoversPat Boone,9,In My Feels
Staying TogetherDebbie Gibson,0,Chill Kickback
Break It UpForeigner,4,Concert Pregame
A Man I'll Never BeBoston,7,Long Talks and Beach Walks
ScandalousMis-Teeq,3,Sing Along
All The Young DudesMott The Hoople,4,Concert Pregame
SledgehammerFifth Harmony,12,College Tailgate
Church BellsCarrie Underwood,12,College Tailgate
That GirlFrankie J Featuring Mannie Fresh & Chamillionaire,6,Let's Dance
Best FriendYoung Thug,3,Sing Along
Supermodel (You Better Work)RuPaul,11,Nostalgia
CarlenePhil Vassar,3,Sing Along
Bumble BeeLaVern Baker,8,Songs You Forgot About
Baby Can I Hold YouTracy Chapman,2,"Bro, I'm Sad"
American ChildPhil Vassar,6,Let's Dance
Baby Elephant WalkLawrence Welk And His Orchestra,8,Songs You Forgot About
CrewGoldLink Featuring Brent Faiyaz & Shy Glizzy,12,College Tailgate
She Never Cried In Front Of MeToby Keith,6,Let's Dance
BrothaAngie Stone,5,Who Tryin' to Drink?
Pretty WingsMaxwell,2,"Bro, I'm Sad"
Roll Over BeethovenElectric Light Orchestra,7,Long Talks and Beach Walks
Anything Like MeBrad Paisley,1,Day Drinking
teachmeMusiq Soulchild,6,Let's Dance
Baggage ClaimMiranda Lambert,3,Sing Along
SnapbackOld Dominion,3,Sing Along
Peter PanKelsea Ballerini,12,College Tailgate
About The MoneyT.I. Featuring Young Thug,5,Who Tryin' to Drink?
The A TeamEd Sheeran,2,"Bro, I'm Sad"
(Don't Worry) If There's A Hell Below We're All Going To GoCurtis Mayfield,7,Long Talks and Beach Walks
Bust Your WindowsJazmine Sullivan,3,Sing Along
5 Miles To EmptyBrownstone,9,In My Feels
Do Me RightDetroit Emeralds,0,Chill Kickback
Do It Like MeDLOW,5,Who Tryin' to Drink?
Back UpDeJ Loaf Featuring Big Sean,5,Who Tryin' to Drink?
Tell MeDiddy Featuring Christina Aguilera,5,Who Tryin' to Drink?
Blackberry MolassesMista,11,Nostalgia
Shaddap You FaceJoe Dolce,3,Sing Along
Pirate FlagKenny Chesney,6,Let's Dance
"Black Superman - ""Muhammad Ali""Johnny Wakelin & The Kinshasa Band",11,Nostalgia
That's What She Gets For Loving MeBrooks & Dunn,12,College Tailgate
Ain't Love A BitchRod Stewart,0,Chill Kickback
Both Sides Of The StoryPhil Collins,7,Long Talks and Beach Walks
Anything Is PossibleDebbie Gibson,0,Chill Kickback
Cheap ThrillsSia Featuring Sean Paul,3,Sing Along
Crazy TownJason Aldean,6,Let's Dance
ReachGloria Estefan,6,Let's Dance
Right Here (Departed)Brandy,12,College Tailgate
Put A Girl In ItBrooks & Dunn,3,Sing Along
Save It For A Rainy DayKenny Chesney,6,Let's Dance
Rainbow In Your EyesLeon & Mary Russell,2,"Bro, I'm Sad"
Probably Wouldn't Be This WayLeAnn Rimes,2,"Bro, I'm Sad"
